firm_id,year,post,treat,firm_size,sector,region,mh_plan,mh_champion,mh_budget,leadership_support,digital_tool,hybrid_policy,sick_days,presenteeism_flag,turnover_rate,productivity_per_employee,well_being_index,engagement_index,life_satisfaction
100426,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,0,3.3,1.0,15.64,85.13,57.38,53.86,7.3
100427,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,0,2.68,0.0,18.64,81.93,61.04,57.28,6.84
100428,2022,1,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.51,0.0,15.87,85.27,56.67,56.85,6.92
100429,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,3.02,0.0,14.83,79.21,55.53,51.22,6.99
100430,2022,1,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,2.74,0.0,14.95,78.02,57.41,54.99,6.97
100431,2022,1,0,Medium,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.58,1.0,17.42,69.13,60.2,55.9,6.99
100432,2022,1,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,3.16,1.0,19.86,103.65,61.11,51.4,7.53
100433,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,0,2.95,0.0,15.33,65.36,58.08,55.55,6.81
100434,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,0,3.12,0.0,16.54,101.69,55.3,53.9,7.2
100435,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,1,2.8,0.0,13.99,78.59,55.09,55.4,7.08
100436,2022,1,1,Small,Construction,Eastern & Midlands,0,1,1,1,1,1,2.31,0.0,11.04,101.73,63.62,54.96,7.23
100437,2022,1,1,Large,Retail,Eastern & Midlands,1,1,0,1,0,0,2.6,0.0,11.13,100.23,62.12,57.08,7.25
100438,2022,1,1,Large,Hospitality,Northern & Western,1,0,1,0,1,1,2.78,0.0,14.09,72.66,61.83,61.47,7.24
100439,2022,1,0,Medium,Production,Northern & Western,0,0,0,0,0,0,2.58,1.0,17.54,72.81,60.26,52.89,7.13
100440,2022,1,1,Small,Construction,Eastern & Midlands,1,0,1,1,1,0,2.92,0.0,11.07,81.98,63.24,56.6,7.35
100441,2022,1,0,Small,Production,Eastern & Midlands,0,0,0,0,0,1,3.19,0.0,13.31,69.03,59.45,53.24,7.48
100442,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,3.33,0.0,17.97,85.38,60.59,52.71,6.99
100443,2022,1,0,Small,Retail,Southern,0,0,0,0,0,0,3.3,0.0,14.86,76.95,57.42,55.34,7.39
100444,2022,1,1,Medium,Construction,Southern,1,0,1,0,0,0,2.19,0.0,13.7,88.01,65.29,59.3,7.25
100445,2022,1,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,1,3.63,0.0,17.2,72.09,56.06,54.79,7.14
100446,2022,1,0,Small,Production,Southern,0,0,0,0,0,0,3.81,0.0,14.66,93.46,57.75,54.49,7.12
100447,2022,1,1,Small,Construction,Northern & Western,1,1,1,0,1,0,2.19,0.0,9.45,85.09,64.41,58.78,7.5
100448,2022,1,0,Large,Production,Northern & Western,0,0,0,0,0,1,2.96,0.0,15.85,85.39,61.77,55.89,7.11
100449,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,1,3.38,1.0,17.15,104.99,54.57,52.3,6.86
100450,2022,1,0,Small,Hospitality,Northern & Western,0,0,0,0,0,1,3.16,1.0,14.73,84.38,63.43,55.34,7.3
100451,2022,1,1,Small,Construction,Northern & Western,1,1,1,1,1,0,2.85,0.0,15.52,90.53,62.56,59.56,7.15
100452,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,0,3.13,0.0,19.49,82.47,59.61,54.84,6.99
100453,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,3.13,0.0,16.36,73.77,61.27,54.92,6.9
100454,2022,1,0,Small,Hospitality,Northern & Western,0,0,0,0,0,0,2.86,0.0,17.66,90.06,60.55,54.94,7.5
100455,2022,1,0,Small,Retail,Southern,0,0,0,0,0,0,2.98,0.0,13.29,104.21,57.45,54.22,7.02
100456,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,0,2.89,0.0,14.09,86.61,59.09,56.08,7.1
100457,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.11,0.0,17.5,85.96,59.96,54.21,6.96
100458,2022,1,1,Medium,Business Services,Northern & Western,1,1,0,1,1,0,2.74,0.0,12.33,96.97,62.87,55.05,7.51
100459,2022,1,1,Large,Other Services,Southern,0,0,1,0,1,0,2.26,0.0,9.59,100.75,63.67,57.21,7.34
100460,2022,1,0,Small,Production,Southern,0,0,0,0,0,0,2.5,1.0,14.77,90.54,60.17,58.83,6.88
100461,2022,1,0,Small,Construction,Southern,0,0,0,0,0,0,2.83,0.0,15.31,97.48,59.22,54.05,6.9
100462,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,1,2.51,0.0,15.24,72.2,60.14,54.12,6.93
100463,2022,1,0,Large,Hospitality,Southern,0,0,0,0,0,0,2.98,1.0,16.77,92.44,58.84,56.33,6.85
100464,2022,1,0,Large,Production,Eastern & Midlands,0,0,0,0,0,1,3.51,1.0,17.07,83.19,60.06,54.7,7.29
100465,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,1,2.61,1.0,16.87,75.86,57.34,55.66,6.83
100466,2022,1,1,Medium,Hospitality,Northern & Western,1,1,1,0,0,0,2.71,0.0,10.38,83.07,60.48,55.5,7.53
100467,2022,1,1,Large,Other Services,Eastern & Midlands,1,1,0,1,1,0,2.64,0.0,9.41,98.57,61.55,58.85,7.26
100468,2022,1,1,Large,Hospitality,Southern,0,0,0,1,0,0,2.22,0.0,14.62,106.13,62.93,60.86,7.32
100469,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,1,3.01,1.0,17.37,76.15,60.22,53.99,7.16
100470,2022,1,1,Small,Hospitality,Eastern & Midlands,0,0,0,1,0,1,2.62,0.0,14.9,90.02,65.31,57.88,7.38
100471,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,2.82,0.0,14.56,96.04,55.6,54.52,7.14
100472,2022,1,0,Small,Hospitality,Southern,0,0,0,0,0,0,2.81,0.0,16.08,73.07,57.55,52.64,6.93
100473,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,1,3.26,0.0,14.33,87.85,61.69,54.51,7.17
100474,2022,1,1,Large,Other Services,Southern,1,1,1,1,0,0,2.22,0.0,16.11,98.18,62.93,60.92,7.49
100475,2022,1,1,Small,Hospitality,Eastern & Midlands,1,1,1,0,0,0,2.36,0.0,12.71,88.66,67.33,57.02,7.3
100476,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,2.82,0.0,15.88,82.0,57.82,54.95,7.29
100477,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.99,0.0,14.58,89.46,57.99,52.78,7.3
100478,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,2.9,1.0,20.81,65.71,61.78,51.35,7.21
100479,2022,1,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.86,0.0,17.65,85.37,58.95,57.97,6.87
100480,2022,1,0,Small,Production,Northern & Western,0,0,0,0,0,0,3.04,0.0,12.68,88.49,60.2,56.06,6.86
100481,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.26,0.0,11.36,79.53,59.84,56.17,6.97
100482,2022,1,0,Medium,Production,Southern,0,0,0,0,0,1,3.35,0.0,15.97,71.14,59.13,54.91,7.08
100483,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,0,3.42,1.0,17.13,97.49,61.06,56.94,6.83
100484,2022,1,0,Large,Construction,Northern & Western,0,0,0,0,0,0,2.86,0.0,19.47,80.63,59.77,54.54,7.25
100485,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,0,3.09,1.0,15.2,92.53,58.87,52.26,7.57
100486,2022,1,0,Large,Other Services,Northern & Western,0,0,0,0,0,0,3.04,0.0,19.82,93.54,57.41,55.3,6.97
100487,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,1,3.5,0.0,15.01,73.02,59.16,55.53,6.8
100488,2022,1,0,Large,Other Services,Northern & Western,0,0,0,0,0,0,2.53,0.0,15.8,88.07,58.77,53.34,7.24
100489,2022,1,0,Medium,Business Services,Southern,0,0,0,0,0,0,2.76,0.0,14.01,77.79,57.16,56.71,7.21
100490,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,2.91,1.0,19.28,80.99,56.45,55.01,7.12
100491,2022,1,1,Small,Retail,Southern,1,1,1,1,1,0,2.05,0.0,13.28,99.52,62.73,55.02,7.36
100492,2022,1,1,Large,Other Services,Northern & Western,1,1,1,1,0,0,2.55,1.0,15.36,81.38,62.72,56.93,7.04
100493,2022,1,1,Large,Production,Southern,1,1,1,0,1,1,2.56,0.0,16.53,89.13,62.05,58.96,7.26
100494,2022,1,0,Large,Retail,Northern & Western,0,0,0,0,0,0,3.55,0.0,16.73,92.51,58.63,56.93,6.94
100495,2022,1,1,Small,Other Services,Eastern & Midlands,1,0,1,1,0,0,2.58,0.0,14.02,76.26,60.06,57.03,7.84
100496,2022,1,1,Large,Business Services,Southern,1,1,1,1,1,1,2.37,0.0,12.57,100.47,65.84,59.96,7.19
100497,2022,1,1,Medium,Business Services,Southern,0,1,0,0,1,0,2.38,0.0,11.04,96.86,59.93,57.0,7.3
100498,2022,1,1,Large,Business Services,Northern & Western,1,1,0,0,0,0,1.98,0.0,14.63,101.78,64.05,58.21,7.26
100499,2022,1,1,Small,Other Services,Northern & Western,1,1,0,1,1,1,2.11,0.0,14.18,80.89,58.69,57.84,7.15
100500,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,1,2.86,0.0,13.78,92.91,57.74,54.32,7.03
100501,2022,1,1,Medium,Construction,Eastern & Midlands,1,0,1,1,1,1,2.59,0.0,12.93,91.23,62.16,59.16,7.49
100502,2022,1,1,Medium,Business Services,Northern & Western,1,1,0,1,1,1,2.68,0.0,14.6,103.01,65.88,51.74,7.34
100503,2022,1,1,Large,Other Services,Southern,1,1,1,1,0,0,2.74,0.0,12.75,91.2,59.59,57.28,7.32
100504,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,1,3.15,0.0,16.72,89.09,57.12,55.91,7.12
100505,2022,1,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.7,0.0,15.41,92.17,56.35,53.85,7.38
100506,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,3.53,0.0,13.1,82.86,60.06,57.16,7.08
100507,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,0,2.89,0.0,14.64,66.06,58.17,55.44,6.92
100508,2022,1,0,Medium,Other Services,Southern,0,0,0,0,0,0,3.23,0.0,19.6,57.96,58.42,53.92,7.02
100509,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,2.72,0.0,15.54,73.45,58.74,55.52,6.9
100510,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.94,0.0,19.13,95.76,59.34,55.49,7.16
100511,2022,1,0,Small,Other Services,Northern & Western,0,0,0,0,0,0,3.21,0.0,16.04,107.37,62.51,52.13,7.18
100512,2022,1,1,Large,Retail,Northern & Western,0,1,0,1,0,0,2.22,0.0,8.72,90.71,64.36,56.82,7.64
100513,2022,1,1,Large,Construction,Southern,0,1,0,1,0,0,2.56,0.0,10.18,100.5,65.89,57.15,7.21
100514,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,1,2.86,0.0,13.39,78.01,57.07,50.51,6.81
100515,2022,1,1,Large,Retail,Southern,1,1,0,0,0,0,2.47,0.0,9.82,81.73,59.85,56.52,7.15
100516,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,0,2.97,0.0,16.11,59.9,59.15,52.59,7.34
100517,2022,1,0,Large,Hospitality,Northern & Western,0,0,0,0,0,1,3.2,1.0,13.23,85.19,57.71,52.56,7.14
100518,2022,1,1,Medium,Other Services,Southern,1,0,0,0,1,0,2.58,1.0,13.69,92.48,66.09,57.13,7.32
100519,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,0,3.21,0.0,14.34,87.14,59.33,52.59,7.43
100520,2022,1,0,Large,Construction,Northern & Western,0,0,0,0,0,0,3.06,0.0,15.81,71.74,62.53,52.26,7.28
100521,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,1,3.15,0.0,13.71,84.65,58.69,53.64,7.25
100522,2022,1,0,Small,Retail,Eastern & Midlands,0,0,0,0,0,1,3.31,0.0,14.4,66.17,57.35,57.0,7.19
100523,2022,1,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,3.45,0.0,15.4,82.97,58.66,55.35,6.98
100524,2022,1,1,Small,Hospitality,Southern,1,1,0,0,0,0,2.45,0.0,13.01,97.08,63.37,58.87,6.66
100525,2022,1,0,Large,Business Services,Southern,0,0,0,0,0,0,3.57,1.0,15.65,77.78,59.55,55.59,7.4
100526,2022,1,1,Large,Construction,Northern & Western,1,1,1,0,1,0,2.46,0.0,11.56,87.14,61.52,57.92,7.14
100527,2022,1,1,Large,Hospitality,Eastern & Midlands,1,0,0,1,1,0,1.78,0.0,14.22,91.05,65.05,56.38,7.36
100528,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.15,0.0,17.04,77.66,56.22,58.43,7.0
100529,2022,1,0,Small,Retail,Northern & Western,0,0,0,0,0,0,2.76,0.0,17.58,86.37,58.58,57.83,7.17
100530,2022,1,0,Medium,Other Services,Northern & Western,0,0,0,0,0,1,2.93,1.0,16.09,103.01,55.19,55.62,7.16
100531,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,2.91,1.0,14.44,85.85,62.73,54.79,7.08
100532,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,3.1,1.0,11.99,76.77,61.4,55.82,7.46
100533,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,2.99,0.0,13.63,67.11,54.31,55.62,6.82
100534,2022,1,0,Small,Production,Northern & Western,0,0,0,0,0,0,2.84,0.0,15.17,96.08,62.88,56.06,6.87
100535,2022,1,1,Large,Hospitality,Northern & Western,1,0,0,1,0,0,2.5,0.0,14.36,113.19,63.37,58.7,7.44
100536,2022,1,1,Large,Business Services,Eastern & Midlands,1,0,0,1,1,0,2.24,0.0,17.24,88.86,67.84,57.94,7.08
100537,2022,1,1,Large,Construction,Northern & Western,1,0,1,0,1,1,2.41,1.0,13.01,85.35,62.35,59.66,7.28
100538,2022,1,1,Large,Other Services,Eastern & Midlands,1,0,0,1,1,0,2.3,0.0,14.11,101.52,66.6,53.04,7.28
100539,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.11,0.0,15.8,78.03,54.25,53.39,7.08
100540,2022,1,1,Small,Other Services,Northern & Western,1,1,0,0,0,1,2.13,0.0,11.55,90.86,62.61,58.89,7.37
100541,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,2.76,0.0,15.87,103.69,57.73,55.67,6.8
100542,2022,1,0,Small,Other Services,Southern,0,0,0,0,0,1,3.29,0.0,14.3,76.4,60.83,52.47,7.02
100543,2022,1,1,Medium,Business Services,Southern,1,1,1,1,1,0,2.01,0.0,11.32,99.98,63.16,55.58,7.32
100544,2022,1,1,Medium,Retail,Eastern & Midlands,1,0,0,0,0,0,2.96,0.0,13.39,100.49,64.17,57.62,7.01
100545,2022,1,1,Large,Production,Eastern & Midlands,0,1,1,1,1,0,2.21,0.0,18.21,98.44,64.77,56.6,7.1
100546,2022,1,0,Large,Other Services,Southern,0,0,0,0,0,0,3.01,0.0,16.7,79.82,57.16,54.17,7.27
100547,2022,1,1,Medium,Production,Eastern & Midlands,1,1,1,1,1,1,2.42,0.0,10.17,109.5,63.34,59.06,7.74
100548,2022,1,1,Medium,Other Services,Southern,0,1,1,1,0,0,2.95,0.0,12.31,85.98,62.16,58.77,7.32
100549,2022,1,0,Small,Business Services,Northern & Western,0,0,0,0,0,1,3.13,0.0,14.81,75.25,58.89,54.62,6.74
100550,2022,1,1,Medium,Construction,Northern & Western,1,1,0,0,0,1,2.7,0.0,16.33,83.45,63.71,58.41,7.09
100551,2022,1,0,Small,Production,Northern & Western,0,0,0,0,0,1,3.27,0.0,14.4,106.88,58.45,54.3,7.12
100552,2022,1,1,Medium,Production,Eastern & Midlands,1,0,1,1,1,0,2.64,1.0,13.4,95.49,63.71,57.71,7.24
100553,2022,1,0,Small,Business Services,Northern & Western,0,0,0,0,0,1,2.66,0.0,14.62,89.61,59.47,53.19,6.79
100554,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,1,3.3,0.0,18.16,77.39,57.35,53.55,6.88
100555,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,2.76,0.0,14.72,80.97,55.84,52.45,6.9
100556,2022,1,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,2.64,1.0,16.76,75.66,59.71,53.83,6.9
100557,2022,1,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,2.85,0.0,19.08,77.56,58.9,57.25,7.22
100558,2022,1,1,Large,Production,Southern,0,1,0,1,1,0,3.04,0.0,13.01,79.97,63.71,59.26,7.53
100559,2022,1,1,Large,Production,Southern,1,0,1,0,1,0,2.53,0.0,11.68,95.9,61.42,57.21,7.23
100560,2022,1,0,Medium,Business Services,Southern,0,0,0,0,0,1,2.69,1.0,15.83,77.93,62.14,57.98,6.79
100561,2022,1,0,Medium,Construction,Eastern & Midlands,0,0,0,0,0,1,2.52,0.0,16.94,92.52,61.35,52.18,7.39
100562,2022,1,1,Small,Hospitality,Southern,0,1,1,0,1,0,2.68,0.0,11.84,81.45,62.92,57.24,7.17
100563,2022,1,0,Medium,Other Services,Southern,0,0,0,0,0,1,2.64,0.0,15.44,85.95,54.86,55.75,7.26
100564,2022,1,0,Large,Production,Southern,0,0,0,0,0,0,3.37,0.0,16.86,65.9,58.77,51.09,7.27
100565,2022,1,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,3.06,0.0,17.3,82.67,60.09,54.57,7.19
100566,2022,1,0,Medium,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.57,0.0,17.71,71.36,57.54,53.12,7.35
100567,2022,1,0,Small,Production,Southern,0,0,0,0,0,1,3.1,0.0,13.22,79.86,58.33,55.08,7.17
100568,2022,1,1,Large,Production,Southern,1,1,1,0,0,0,2.96,0.0,13.61,96.92,59.16,57.52,7.72
100569,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.61,0.0,15.3,73.63,56.67,53.86,7.19
100570,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,1,3.07,1.0,16.25,82.89,57.85,53.73,7.2
100571,2022,1,0,Medium,Construction,Southern,0,0,0,0,0,1,3.3,1.0,19.17,72.53,62.83,54.89,6.87
100572,2022,1,0,Medium,Hospitality,Southern,0,0,0,0,0,0,2.74,0.0,18.59,81.71,55.07,52.37,7.02
100573,2022,1,0,Medium,Construction,Southern,0,0,0,0,0,1,2.82,0.0,15.29,97.78,59.17,51.72,7.17
100574,2022,1,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,3.38,0.0,16.33,92.75,58.9,54.72,7.25
100575,2022,1,1,Medium,Construction,Southern,0,0,1,0,0,0,2.13,0.0,12.93,101.17,62.44,58.44,7.15
100576,2022,1,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,1,2.97,0.0,15.99,106.05,60.02,51.55,6.97
100577,2022,1,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,3.15,0.0,18.05,99.22,62.11,54.46,7.08
100578,2022,1,0,Large,Production,Southern,0,0,0,0,0,0,2.93,0.0,14.15,99.2,58.21,53.36,7.19
100579,2022,1,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,2.89,0.0,15.52,92.04,56.66,57.01,6.86
100580,2022,1,1,Large,Hospitality,Eastern & Midlands,1,1,0,1,1,0,2.08,0.0,12.6,82.15,65.27,60.97,7.59
100581,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,0,3.02,0.0,17.97,77.7,59.63,53.41,6.98
100582,2022,1,0,Medium,Retail,Southern,0,0,0,0,0,0,2.9,0.0,16.19,77.75,58.92,55.45,7.29
100583,2022,1,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,2.73,0.0,16.33,82.94,58.8,58.56,7.22
100584,2022,1,0,Medium,Construction,Northern & Western,0,0,0,0,0,1,3.32,1.0,16.0,67.08,60.24,53.9,6.83
100585,2022,1,1,Medium,Other Services,Northern & Western,1,1,1,1,0,0,2.88,0.0,15.15,83.7,64.08,57.11,7.2
100586,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,2.93,0.0,10.15,72.59,57.48,59.34,7.05
100587,2022,1,0,Small,Hospitality,Southern,0,0,0,0,0,0,2.31,1.0,18.2,82.56,58.11,59.69,7.01
100588,2022,1,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,2.56,1.0,16.62,76.24,55.03,50.17,7.22
100589,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,3.14,0.0,17.32,93.05,53.84,58.85,6.99
100590,2022,1,0,Small,Production,Northern & Western,0,0,0,0,0,0,3.47,0.0,15.05,75.94,60.61,53.51,6.83
100591,2022,1,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,3.37,0.0,18.61,79.72,58.65,58.84,7.14
100592,2022,1,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,1,3.05,0.0,15.6,105.36,55.51,54.86,6.91
100593,2022,1,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,3.38,1.0,18.43,78.53,57.03,53.38,7.03
100594,2022,1,0,Medium,Hospitality,Southern,0,0,0,0,0,1,2.73,0.0,18.69,103.47,61.24,55.29,7.13
100595,2022,1,1,Large,Production,Eastern & Midlands,0,1,0,0,0,1,2.59,0.0,10.77,75.93,61.27,57.46,7.22
100596,2022,1,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,3.84,0.0,13.95,74.4,59.6,56.18,7.17
100597,2022,1,0,Small,Construction,Northern & Western,0,0,0,0,0,0,3.0,0.0,17.12,83.05,59.0,51.4,7.5
100598,2022,1,1,Large,Other Services,Southern,1,1,0,1,0,0,2.74,1.0,13.06,95.66,63.59,53.65,7.52
100599,2022,1,1,Medium,Construction,Northern & Western,1,0,0,1,0,1,2.58,1.0,13.29,113.27,68.23,57.79,6.94
100600,2022,1,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,3.04,0.0,15.08,83.82,58.29,53.63,7.03
