firm_id,year,post,treat,firm_size,main_sector,region,mh_plan,mh_champion,mh_budget,leadership_support,digital_tool,hybrid_policy,well_being_index,engagement_index,life_satisfaction,sick_days,turnover_rate,presenteeism_flag,productivity_per_employee,manager_experience,manager_age,manager_education
100407,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,62.52,57.96,7.25,2.97,12.85,0.0,83.37,,,
100408,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.22,58.95,7.36,3.05,14.61,0.0,96.85,,,
100409,2019,0,1,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,63.58,56.83,7.01,2.67,12.14,1.0,94.89,,,
100410,2019,0,0,Medium,Other Services,Northern & Western,0,0,0,0,0,0,60.11,58.28,7.15,2.41,13.73,0.0,96.51,,,
100411,2019,0,1,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,60.49,59.98,6.86,2.66,11.52,1.0,91.46,,,
100412,2019,0,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,67.36,56.81,7.11,2.05,11.66,0.0,87.33,,,
100413,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,61.74,59.15,7.4,2.98,10.11,1.0,81.63,,,
100414,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,63.72,59.05,6.82,2.73,12.45,0.0,89.23,,,
100415,2019,0,1,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,65.35,53.41,7.24,2.02,13.76,0.0,106.03,,,
100416,2019,0,1,Medium,Production,Southern,0,0,0,0,0,0,64.24,59.51,7.38,3.08,16.16,0.0,99.44,,,
100417,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,61.84,59.22,7.19,3.12,8.4,1.0,64.24,,,
100418,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,65.77,56.39,7.47,2.9,14.28,0.0,88.98,,,
100419,2019,0,1,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,63.68,60.91,7.4,2.56,16.63,0.0,93.36,,,
100420,2019,0,0,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,60.82,58.64,7.35,2.7,14.91,0.0,84.18,,,
100421,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,64.16,57.5,7.15,2.58,12.02,0.0,84.28,,,
100422,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,63.1,62.26,7.16,2.63,13.14,0.0,96.65,,,
100423,2019,0,1,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,61.39,57.68,7.11,2.29,9.32,0.0,106.25,,,
100424,2019,0,0,Medium,Business Services,Eastern & Midlands,0,0,0,0,0,0,63.16,58.5,6.95,2.32,13.5,0.0,84.65,,,
100425,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,61.28,58.91,6.95,2.69,13.78,1.0,80.88,,,
100426,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,62.77,59.24,7.42,2.94,14.23,0.0,86.59,,,
100427,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,64.94,57.18,7.18,2.54,14.37,0.0,104.17,,,
100428,2019,0,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,64.3,60.16,7.32,2.54,12.81,1.0,92.58,,,
100429,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,65.78,55.47,6.79,2.74,13.1,0.0,85.42,,,
100430,2019,0,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,62.57,61.32,7.19,2.28,8.39,0.0,77.72,,,
100431,2019,0,0,Medium,Hospitality,Eastern & Midlands,0,0,0,0,0,0,62.44,54.85,7.19,2.85,10.88,1.0,88.9,,,
100432,2019,0,0,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,65.0,56.99,7.49,2.05,14.15,0.0,86.54,,,
100433,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,65.5,53.44,7.18,2.89,16.06,1.0,86.86,,,
100434,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,65.75,58.67,7.07,2.29,10.22,0.0,85.24,,,
100435,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,63.22,60.84,7.04,2.82,13.5,0.0,102.19,,,
100436,2019,0,1,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,62.66,57.3,7.35,2.33,11.83,1.0,91.17,,,
100437,2019,0,1,Large,Retail,Eastern & Midlands,0,0,0,0,0,0,63.97,59.01,7.16,2.16,15.55,0.0,94.31,,,
100438,2019,0,1,Large,Hospitality,Northern & Western,0,0,0,0,0,0,64.86,52.88,7.39,2.03,15.38,0.0,78.34,,,
100439,2019,0,0,Medium,Production,Northern & Western,0,0,0,0,0,0,65.89,58.43,7.15,2.62,11.86,0.0,90.7,,,
100440,2019,0,1,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,66.09,57.7,7.36,2.64,13.86,0.0,72.08,,,
100441,2019,0,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,62.44,54.51,7.16,2.53,15.87,1.0,90.43,,,
100442,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,66.89,56.64,6.89,2.69,12.06,1.0,91.08,,,
100443,2019,0,0,Small,Retail,Southern,0,0,0,0,0,0,63.78,56.87,7.43,2.48,12.48,0.0,87.66,,,
100444,2019,0,1,Medium,Construction,Southern,0,0,0,0,0,0,63.97,58.36,7.03,2.61,9.96,1.0,76.13,,,
100445,2019,0,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,63.39,62.53,7.01,2.6,18.57,1.0,96.11,,,
100446,2019,0,0,Small,Production,Southern,0,0,0,0,0,0,63.44,61.88,7.07,2.55,9.74,0.0,89.61,,,
100447,2019,0,1,Small,Construction,Northern & Western,0,0,0,0,0,0,68.02,58.47,6.7,2.97,9.76,0.0,104.58,,,
100448,2019,0,0,Large,Production,Northern & Western,0,0,0,0,0,0,62.44,60.18,7.32,2.82,12.37,0.0,79.81,,,
100449,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,64.3,56.68,7.21,2.93,11.77,0.0,78.61,,,
100450,2019,0,0,Small,Hospitality,Northern & Western,0,0,0,0,0,0,63.61,55.41,7.2,2.47,13.85,1.0,75.76,,,
100451,2019,0,1,Small,Construction,Northern & Western,0,0,0,0,0,0,64.8,56.76,7.39,2.62,14.73,1.0,102.45,,,
100452,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,63.65,58.93,7.23,2.33,16.22,0.0,73.32,,,
100453,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,60.69,54.38,7.16,2.46,12.66,0.0,92.86,,,
100454,2019,0,0,Small,Hospitality,Northern & Western,0,0,0,0,0,0,61.46,57.16,6.99,2.23,13.99,0.0,93.06,,,
100455,2019,0,0,Small,Retail,Southern,0,0,0,0,0,0,63.57,57.74,7.11,2.83,15.5,0.0,90.37,,,
100456,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,61.83,58.16,7.32,2.88,13.09,0.0,96.1,,,
100457,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.03,60.15,7.36,2.37,10.23,1.0,100.15,,,
100458,2019,0,1,Medium,Business Services,Northern & Western,0,0,0,0,0,0,66.44,56.87,7.24,2.69,11.32,1.0,96.16,,,
100459,2019,0,1,Large,Other Services,Southern,0,0,0,0,0,0,64.72,58.26,7.17,2.88,13.93,0.0,112.04,,,
100460,2019,0,0,Small,Production,Southern,0,0,0,0,0,0,63.73,57.66,7.15,2.63,13.69,0.0,108.78,,,
100461,2019,0,0,Small,Construction,Southern,0,0,0,0,0,0,59.62,58.16,7.11,2.48,11.25,0.0,101.1,,,
100462,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,62.65,59.84,7.41,2.84,12.29,0.0,83.35,,,
100463,2019,0,0,Large,Hospitality,Southern,0,0,0,0,0,0,63.52,56.9,7.21,3.11,11.66,0.0,81.06,,,
100464,2019,0,0,Large,Production,Eastern & Midlands,0,0,0,0,0,0,61.2,58.81,7.18,2.96,13.4,0.0,102.15,,,
100465,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,66.83,56.99,7.19,2.86,8.91,0.0,93.15,,,
100466,2019,0,1,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,62.32,56.03,7.01,2.47,11.4,0.0,88.75,,,
100467,2019,0,1,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.95,56.88,6.85,2.45,10.51,0.0,89.92,,,
100468,2019,0,1,Large,Hospitality,Southern,0,0,0,0,0,0,64.36,60.25,7.11,2.65,11.99,1.0,93.54,,,
100469,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,66.02,57.16,7.3,2.73,13.88,0.0,104.44,,,
100470,2019,0,1,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.83,57.91,7.47,3.42,13.24,0.0,82.68,,,
100471,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,64.59,57.94,7.44,2.68,15.65,0.0,94.87,,,
100472,2019,0,0,Small,Hospitality,Southern,0,0,0,0,0,0,64.05,59.16,7.0,2.62,16.07,1.0,113.84,,,
100473,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,66.21,57.23,7.19,2.4,10.59,0.0,84.62,,,
100474,2019,0,1,Large,Other Services,Southern,0,0,0,0,0,0,62.89,57.44,7.42,3.15,11.56,0.0,81.5,,,
100475,2019,0,1,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,64.85,60.17,7.39,2.36,13.73,1.0,80.84,,,
100476,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,62.1,52.77,7.42,2.53,13.0,1.0,110.22,,,
100477,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,58.95,57.75,7.32,2.45,9.33,0.0,96.49,,,
100478,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,65.23,61.47,7.51,2.53,13.19,1.0,92.08,,,
100479,2019,0,0,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.8,57.48,7.11,2.31,11.14,0.0,88.39,,,
100480,2019,0,0,Small,Production,Northern & Western,0,0,0,0,0,0,60.99,60.06,7.22,3.26,10.76,0.0,83.35,,,
100481,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,65.58,59.07,6.93,2.45,10.72,0.0,64.59,,,
100482,2019,0,0,Medium,Production,Southern,0,0,0,0,0,0,65.51,59.86,7.23,2.56,9.24,0.0,87.58,,,
100483,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,63.18,57.97,7.06,2.78,16.04,0.0,91.77,,,
100484,2019,0,0,Large,Construction,Northern & Western,0,0,0,0,0,0,62.41,56.48,7.06,2.55,11.02,0.0,72.85,,,
100485,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,64.19,58.54,7.09,2.83,11.88,0.0,101.34,,,
100486,2019,0,0,Large,Other Services,Northern & Western,0,0,0,0,0,0,61.22,57.01,7.13,2.79,11.04,0.0,83.03,,,
100487,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.28,61.57,7.0,1.94,13.63,0.0,105.37,,,
100488,2019,0,0,Large,Other Services,Northern & Western,0,0,0,0,0,0,66.26,57.85,7.14,2.51,10.29,0.0,84.73,,,
100489,2019,0,0,Medium,Business Services,Southern,0,0,0,0,0,0,65.65,58.91,6.8,2.77,15.42,0.0,82.23,,,
100490,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,60.82,57.03,7.26,2.8,11.82,0.0,104.94,,,
100491,2019,0,1,Small,Retail,Southern,0,0,0,0,0,0,62.79,58.93,7.2,2.97,15.33,1.0,64.79,,,
100492,2019,0,1,Large,Other Services,Northern & Western,0,0,0,0,0,0,64.33,59.72,7.39,2.77,15.8,0.0,103.4,,,
100493,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,62.52,59.75,7.41,2.57,13.12,0.0,86.49,,,
100494,2019,0,0,Large,Retail,Northern & Western,0,0,0,0,0,0,65.53,57.76,7.2,2.44,14.96,0.0,94.68,,,
100495,2019,0,1,Small,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.9,61.44,7.37,2.55,9.99,0.0,89.85,,,
100496,2019,0,1,Large,Business Services,Southern,0,0,0,0,0,0,61.71,59.15,6.97,2.51,14.94,0.0,96.17,,,
100497,2019,0,1,Medium,Business Services,Southern,0,0,0,0,0,0,66.85,59.16,6.93,2.6,12.68,1.0,86.25,,,
100498,2019,0,1,Large,Business Services,Northern & Western,0,0,0,0,0,0,63.15,59.58,7.26,2.76,14.36,0.0,89.92,,,
100499,2019,0,1,Small,Other Services,Northern & Western,0,0,0,0,0,0,59.77,58.99,7.24,2.22,13.38,0.0,85.25,,,
100500,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,62.77,57.39,7.32,3.12,11.82,0.0,96.89,,,
100501,2019,0,1,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,65.66,57.43,7.71,2.6,12.41,0.0,87.53,,,
100502,2019,0,1,Medium,Business Services,Northern & Western,0,0,0,0,0,0,63.92,56.49,7.14,2.17,14.82,0.0,102.2,,,
100503,2019,0,1,Large,Other Services,Southern,0,0,0,0,0,0,60.14,55.68,7.3,2.71,11.1,0.0,86.22,,,
100504,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,68.85,59.63,7.09,2.87,14.59,0.0,83.44,,,
100505,2019,0,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,66.83,57.97,6.96,2.77,10.08,0.0,106.77,,,
100506,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,62.76,55.89,7.48,2.86,10.95,0.0,86.18,,,
100507,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,61.49,59.11,6.96,2.2,7.81,1.0,82.58,,,
100508,2019,0,0,Medium,Other Services,Southern,0,0,0,0,0,0,64.06,56.45,7.21,2.27,11.81,0.0,85.74,,,
100509,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,63.32,58.81,7.68,2.5,13.26,1.0,80.86,,,
100510,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.46,59.51,7.5,2.72,14.79,0.0,89.24,,,
100511,2019,0,0,Small,Other Services,Northern & Western,0,0,0,0,0,0,63.88,58.34,7.3,2.84,16.23,0.0,99.07,,,
100512,2019,0,1,Large,Retail,Northern & Western,0,0,0,0,0,0,65.67,60.99,7.24,2.21,14.09,0.0,73.14,,,
100513,2019,0,1,Large,Construction,Southern,0,0,0,0,0,0,61.3,57.29,7.36,2.51,11.89,0.0,102.54,,,
100514,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,65.1,59.47,7.21,2.71,12.53,1.0,82.7,,,
100515,2019,0,1,Large,Retail,Southern,0,0,0,0,0,0,62.36,58.28,6.98,3.07,13.14,0.0,100.5,,,
100516,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,62.31,58.0,7.31,2.13,14.85,0.0,99.37,,,
100517,2019,0,0,Large,Hospitality,Northern & Western,0,0,0,0,0,0,63.84,60.54,7.07,2.21,13.91,0.0,72.57,,,
100518,2019,0,1,Medium,Other Services,Southern,0,0,0,0,0,0,61.58,58.48,7.2,2.65,13.08,0.0,69.81,,,
100519,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,66.3,56.71,7.18,2.87,11.17,0.0,76.64,,,
100520,2019,0,0,Large,Construction,Northern & Western,0,0,0,0,0,0,61.26,54.37,7.18,2.37,13.4,0.0,73.24,,,
100521,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,64.88,57.91,7.23,2.78,16.13,0.0,86.3,,,
100522,2019,0,0,Small,Retail,Eastern & Midlands,0,0,0,0,0,0,63.93,58.27,7.2,2.49,13.72,0.0,82.42,,,
100523,2019,0,0,Small,Construction,Eastern & Midlands,0,0,0,0,0,0,63.36,57.71,7.6,2.38,14.85,0.0,80.19,,,
100524,2019,0,1,Small,Hospitality,Southern,0,0,0,0,0,0,63.34,56.06,7.19,2.82,16.3,0.0,92.36,,,
100525,2019,0,0,Large,Business Services,Southern,0,0,0,0,0,0,59.84,57.31,7.2,2.78,16.67,0.0,82.81,,,
100526,2019,0,1,Large,Construction,Northern & Western,0,0,0,0,0,0,65.93,58.01,7.22,2.31,15.04,0.0,83.65,,,
100527,2019,0,1,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.61,55.71,7.45,2.6,9.93,0.0,92.2,,,
100528,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,64.03,58.17,7.45,2.83,12.82,0.0,103.21,,,
100529,2019,0,0,Small,Retail,Northern & Western,0,0,0,0,0,0,66.54,59.27,7.28,2.18,12.34,0.0,102.14,,,
100530,2019,0,0,Medium,Other Services,Northern & Western,0,0,0,0,0,0,63.08,54.86,7.34,2.27,17.28,1.0,72.18,,,
100531,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,65.9,56.23,7.59,2.36,16.23,0.0,82.76,,,
100532,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,65.02,56.53,6.98,3.13,10.33,0.0,88.48,,,
100533,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.68,56.31,7.02,3.17,10.5,0.0,84.71,,,
100534,2019,0,0,Small,Production,Northern & Western,0,0,0,0,0,0,64.19,61.19,7.34,3.19,12.39,0.0,82.78,,,
100535,2019,0,1,Large,Hospitality,Northern & Western,0,0,0,0,0,0,66.28,61.33,7.21,2.97,12.52,0.0,100.22,,,
100536,2019,0,1,Large,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.93,56.83,7.02,2.17,12.16,0.0,92.05,,,
100537,2019,0,1,Large,Construction,Northern & Western,0,0,0,0,0,0,65.27,57.96,7.13,2.86,11.11,0.0,99.47,,,
100538,2019,0,1,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,60.35,58.34,7.25,2.89,10.33,0.0,92.29,,,
100539,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,59.72,56.28,7.09,3.0,12.96,1.0,102.91,,,
100540,2019,0,1,Small,Other Services,Northern & Western,0,0,0,0,0,0,61.59,56.32,7.26,2.55,7.53,0.0,82.81,,,
100541,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,62.39,58.04,7.16,2.76,10.49,1.0,78.08,,,
100542,2019,0,0,Small,Other Services,Southern,0,0,0,0,0,0,65.79,58.86,7.12,2.59,15.43,0.0,108.26,,,
100543,2019,0,1,Medium,Business Services,Southern,0,0,0,0,0,0,65.84,60.63,7.0,2.4,12.64,0.0,86.93,,,
100544,2019,0,1,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,64.43,57.33,7.05,2.16,13.54,0.0,73.98,,,
100545,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,63.57,57.14,7.29,2.54,10.48,0.0,78.08,,,
100546,2019,0,0,Large,Other Services,Southern,0,0,0,0,0,0,62.9,55.69,6.93,2.2,15.13,0.0,82.33,,,
100547,2019,0,1,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,65.45,56.8,6.94,3.12,13.65,0.0,91.19,,,
100548,2019,0,1,Medium,Other Services,Southern,0,0,0,0,0,0,62.77,63.88,7.23,2.45,12.73,1.0,96.2,,,
100549,2019,0,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,61.89,53.23,7.27,2.29,12.17,0.0,86.98,,,
100550,2019,0,1,Medium,Construction,Northern & Western,0,0,0,0,0,0,65.36,58.49,7.38,2.56,13.43,0.0,97.99,,,
100551,2019,0,0,Small,Production,Northern & Western,0,0,0,0,0,0,64.97,56.12,7.11,2.62,12.93,0.0,89.4,,,
100552,2019,0,1,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,62.4,62.92,7.53,2.36,12.08,1.0,89.05,,,
100553,2019,0,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,67.44,58.26,7.17,2.84,14.14,0.0,89.8,,,
100554,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,61.55,59.33,6.83,2.26,11.01,1.0,79.94,,,
100555,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,61.66,59.41,7.2,2.49,15.04,1.0,80.57,,,
100556,2019,0,0,Small,Business Services,Eastern & Midlands,0,0,0,0,0,0,62.47,54.83,7.02,2.54,11.21,0.0,79.68,,,
100557,2019,0,0,Small,Production,Eastern & Midlands,0,0,0,0,0,0,66.19,54.95,7.48,1.98,13.57,1.0,78.25,,,
100558,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,63.21,55.96,7.23,2.41,13.22,0.0,97.64,,,
100559,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,66.59,54.92,7.07,2.82,13.47,1.0,90.19,,,
100560,2019,0,0,Medium,Business Services,Southern,0,0,0,0,0,0,63.59,54.4,7.19,3.09,13.95,0.0,97.72,,,
100561,2019,0,0,Medium,Construction,Eastern & Midlands,0,0,0,0,0,0,63.09,61.95,7.36,2.81,11.39,0.0,89.63,,,
100562,2019,0,1,Small,Hospitality,Southern,0,0,0,0,0,0,64.37,57.25,7.11,1.86,13.3,0.0,90.32,,,
100563,2019,0,0,Medium,Other Services,Southern,0,0,0,0,0,0,64.8,55.09,7.22,2.93,15.12,0.0,79.6,,,
100564,2019,0,0,Large,Production,Southern,0,0,0,0,0,0,64.32,59.57,7.27,2.63,12.45,0.0,92.47,,,
100565,2019,0,0,Small,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.69,61.93,7.34,2.61,15.81,0.0,83.92,,,
100566,2019,0,0,Medium,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.87,56.43,7.13,2.54,10.03,0.0,81.12,,,
100567,2019,0,0,Small,Production,Southern,0,0,0,0,0,0,63.25,59.89,7.42,2.77,13.95,0.0,92.24,,,
100568,2019,0,1,Large,Production,Southern,0,0,0,0,0,0,65.35,58.05,7.42,2.51,14.71,0.0,88.5,,,
100569,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,62.67,56.39,7.13,2.29,14.0,0.0,110.86,,,
100570,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,60.98,60.93,7.14,2.48,13.94,0.0,89.72,,,
100571,2019,0,0,Medium,Construction,Southern,0,0,0,0,0,0,65.99,59.18,7.23,2.87,12.38,0.0,81.05,,,
100572,2019,0,0,Medium,Hospitality,Southern,0,0,0,0,0,0,64.88,56.65,7.0,2.34,13.42,0.0,102.93,,,
100573,2019,0,0,Medium,Construction,Southern,0,0,0,0,0,0,60.43,56.65,7.24,2.22,13.73,0.0,103.48,,,
100574,2019,0,0,Medium,Retail,Eastern & Midlands,0,0,0,0,0,0,60.54,58.28,7.39,1.93,14.96,1.0,114.66,,,
100575,2019,0,1,Medium,Construction,Southern,0,0,0,0,0,0,65.17,56.56,7.07,2.08,13.77,0.0,91.13,,,
100576,2019,0,0,Medium,Other Services,Eastern & Midlands,0,0,0,0,0,0,63.71,57.34,6.93,2.49,13.76,0.0,103.74,,,
100577,2019,0,0,Large,Business Services,Northern & Western,0,0,0,0,0,0,66.54,57.63,7.43,2.52,15.44,1.0,87.22,,,
100578,2019,0,0,Large,Production,Southern,0,0,0,0,0,0,66.91,59.03,7.1,2.26,11.4,0.0,93.64,,,
100579,2019,0,0,Medium,Retail,Northern & Western,0,0,0,0,0,0,62.63,55.04,7.07,2.71,14.24,0.0,98.45,,,
100580,2019,0,1,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.96,54.58,7.19,2.95,17.73,0.0,86.41,,,
100581,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,67.07,58.07,6.91,2.5,13.43,0.0,88.54,,,
100582,2019,0,0,Medium,Retail,Southern,0,0,0,0,0,0,63.13,58.4,7.37,2.36,13.34,0.0,92.72,,,
100583,2019,0,0,Small,Business Services,Northern & Western,0,0,0,0,0,0,61.82,58.24,7.24,2.88,11.47,0.0,79.5,,,
100584,2019,0,0,Medium,Construction,Northern & Western,0,0,0,0,0,0,66.6,55.61,7.27,2.79,15.31,0.0,97.68,,,
100585,2019,0,1,Medium,Other Services,Northern & Western,0,0,0,0,0,0,62.66,60.02,7.04,2.46,12.57,0.0,100.17,,,
100586,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,63.07,54.8,7.7,2.57,13.74,1.0,75.5,,,
100587,2019,0,0,Small,Hospitality,Southern,0,0,0,0,0,0,66.57,55.92,7.3,2.48,12.28,0.0,76.98,,,
100588,2019,0,0,Large,Construction,Eastern & Midlands,0,0,0,0,0,0,61.45,60.61,7.0,2.16,13.94,0.0,91.56,,,
100589,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,66.01,58.89,7.24,3.12,11.05,0.0,90.52,,,
100590,2019,0,0,Small,Production,Northern & Western,0,0,0,0,0,0,65.08,56.64,7.53,2.8,10.43,1.0,86.28,,,
100591,2019,0,0,Medium,Production,Eastern & Midlands,0,0,0,0,0,0,68.59,56.42,7.16,2.7,9.27,0.0,84.89,,,
100592,2019,0,0,Large,Hospitality,Eastern & Midlands,0,0,0,0,0,0,64.56,60.15,7.3,2.49,15.51,0.0,101.37,,,
100593,2019,0,0,Medium,Business Services,Northern & Western,0,0,0,0,0,0,64.23,57.07,7.2,3.24,13.72,1.0,105.12,,,
100594,2019,0,0,Medium,Hospitality,Southern,0,0,0,0,0,0,62.11,55.64,7.15,2.88,11.99,0.0,97.9,,,
100595,2019,0,1,Large,Production,Eastern & Midlands,0,0,0,0,0,0,64.35,59.84,7.07,2.98,14.15,1.0,77.7,,,
100596,2019,0,0,Medium,Hospitality,Northern & Western,0,0,0,0,0,0,67.08,55.12,7.28,2.56,13.96,0.0,88.3,,,
100597,2019,0,0,Small,Construction,Northern & Western,0,0,0,0,0,0,63.42,56.09,7.22,2.62,10.39,0.0,97.66,,,
100598,2019,0,1,Large,Other Services,Southern,0,0,0,0,0,0,65.27,57.65,7.31,2.99,8.6,0.0,96.66,,,
100599,2019,0,1,Medium,Construction,Northern & Western,0,0,0,0,0,0,64.14,59.2,7.34,2.95,14.35,1.0,73.68,,,
100600,2019,0,0,Large,Other Services,Eastern & Midlands,0,0,0,0,0,0,64.3,56.9,7.35,1.85,12.07,0.0,67.17,,,
